Customer ID,first_purchase_date,last_purchase_date,number_of_orders,number_of_items,total_revenue,average_order_value,avg_items_per_invoice,avg_unique_stockcodes_per_invoice,customer_type,R,F,M,rfm_score,customer_segment,churn_status,days_since_last_purchase,Country,LTV,CohortMonth
14998,2010-04-13 16:07:00,2011-06-22 17:30:00,4,352,753.18,188.295,88.0,30.75,Retail,2,2,2,222,Average Customer,Churned,169.0,United Kingdom,753.18,2010-04
14999,2010-04-26 10:47:00,2010-04-26 10:47:00,1,88,129.48000000000002,129.48000000000002,88.0,9.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,592.0,United Kingdom,129.48000000000002,2010-04
15000,2011-10-23 11:42:00,2011-10-23 11:42:00,1,218,490.52,490.52,218.0,76.0,Wholesale,,,,,,,,,,
15001,2010-11-10 13:31:00,2010-11-10 13:51:00,2,70,199.10999999999999,99.55499999999999,35.0,22.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,393.0,United Kingdom,199.10999999999999,2010-11
15002,2010-01-12 11:40:00,2011-08-16 10:44:00,9,2214,4138.08,459.78666666666663,246.0,36.77777777777778,Retail,2,3,3,233,Loyal Customer,Active,115.0,United Kingdom,4138.08,2010-01
15003,2010-01-26 13:04:00,2010-08-23 15:44:00,6,525,1027.03,171.17166666666665,87.5,54.5,Wholesale,,,,,,,,,,
15004,2011-07-15 14:05:00,2011-07-15 14:05:00,1,623,1220.77,1220.77,623.0,154.0,Wholesale,,,,,,,,,,
15005,2009-12-01 14:19:00,2011-11-24 12:25:00,56,8666,13754.58,245.6175,154.75,41.660714285714285,Retail,3,3,3,333,Best Customer,Active,15.0,United Kingdom,13754.58,2009-12
15006,2010-09-12 13:03:00,2011-10-19 15:08:00,2,387,757.78,378.89,193.5,84.0,Wholesale,,,,,,,,,,
15007,2011-07-03 16:00:00,2011-07-03 16:00:00,1,69,156.91,156.91,69.0,12.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,158.0,United Kingdom,156.91,2011-07
15008,2010-03-12 11:13:00,2010-08-16 13:09:00,2,1500,360.0,180.0,750.0,6.0,Wholesale,,,,,,,,,,
15009,2011-11-14 17:40:00,2011-11-27 13:35:00,3,639,1259.43,419.81,213.0,59.333333333333336,Wholesale,,,,,,,,,,
15010,2011-11-04 12:42:00,2011-11-04 12:42:00,1,184,308.94,308.94,184.0,20.0,Retail,3,1,1,311,Average Customer,Active,35.0,United Kingdom,308.94,2011-11
15011,2010-10-19 12:05:00,2010-11-09 11:10:00,2,289,416.6,208.3,144.5,10.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,395.0,United Kingdom,416.6,2010-10
15012,2010-05-12 11:49:00,2011-10-17 12:22:00,3,383,646.26,215.42,127.66666666666667,60.666666666666664,Wholesale,,,,,,,,,,
15013,2010-01-31 12:15:00,2010-08-09 12:05:00,10,1715,1610.82,161.082,171.5,32.2,Retail,1,3,3,133,Loyal Customer,Churned,487.0,United Kingdom,1610.82,2010-01
15014,2011-06-16 19:40:00,2011-10-27 20:07:00,2,149,257.67,128.835,74.5,14.5,Retail,3,1,1,311,Average Customer,Active,42.0,United Kingdom,257.67,2011-06
15015,2009-12-14 14:46:00,2010-07-26 13:50:00,13,1584,2354.97,181.15153846153845,121.84615384615384,22.384615384615383,Retail,1,3,3,133,Loyal Customer,Churned,500.0,United Kingdom,2354.97,2009-12
15016,2010-06-14 13:06:00,2011-06-20 12:06:00,5,243,620.89,124.178,48.6,20.8,Retail,2,2,2,222,Average Customer,Churned,172.0,United Kingdom,620.89,2010-06
15017,2011-11-06 10:33:00,2011-11-06 10:33:00,1,63,125.58,125.58,63.0,20.0,Retail,3,1,1,311,Average Customer,Active,33.0,United Kingdom,125.58,2011-11
15018,2010-12-07 10:47:00,2011-11-01 12:47:00,3,189,496.21000000000004,165.40333333333334,63.0,10.333333333333334,Retail,3,2,2,322,Loyal Customer,Active,38.0,United Kingdom,496.21000000000004,2010-12
15019,2011-03-18 12:35:00,2011-03-18 12:35:00,1,150,252.81,252.81,150.0,64.0,Wholesale,,,,,,,,,,
15020,2010-11-25 13:29:00,2010-11-25 13:29:00,1,111,198.47,198.47,111.0,27.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,378.0,United Kingdom,198.47,2010-11
15021,2010-07-29 16:35:00,2011-12-01 11:53:00,12,1079,2500.59,208.38250000000002,89.91666666666667,50.666666666666664,Retail,3,3,3,333,Best Customer,Active,8.0,United Kingdom,2500.59,2010-07
15022,2010-01-31 16:02:00,2011-11-28 12:35:00,5,640,1133.44,226.68800000000002,128.0,26.2,Retail,3,2,2,322,Loyal Customer,Active,11.0,United Kingdom,1133.44,2010-01
15023,2010-02-03 15:45:00,2011-12-06 17:23:00,20,4758,11578.65,578.9325,237.9,47.0,Retail,3,3,3,333,Best Customer,Active,2.0,United Kingdom,11578.65,2010-02
15024,2010-10-11 16:14:00,2011-11-30 12:06:00,16,1924,3559.39,222.461875,120.25,19.5,Retail,3,3,3,333,Best Customer,Active,9.0,United Kingdom,3559.39,2010-10
15025,2010-05-20 13:28:00,2011-11-06 15:20:00,2,503,979.79,489.895,251.5,69.0,Wholesale,,,,,,,,,,
15026,2010-09-17 13:52:00,2011-09-20 13:52:00,5,655,1048.8899999999999,209.77799999999996,131.0,27.2,Retail,2,2,2,222,Average Customer,Active,79.0,United Kingdom,1048.8899999999999,2010-09
15027,2010-03-25 14:39:00,2011-11-09 10:16:00,10,2782,3195.6,319.56,278.2,9.0,Retail,3,3,3,333,Best Customer,Active,30.0,United Kingdom,3195.6,2010-03
15028,2010-11-10 14:32:00,2011-12-01 14:06:00,6,673,962.94,160.49,112.16666666666667,16.833333333333332,Retail,3,3,2,332,Loyal Customer,Active,7.0,United Kingdom,962.94,2010-11
15029,2010-03-30 12:16:00,2010-03-30 12:16:00,1,234,365.1,365.1,234.0,10.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,619.0,United Kingdom,365.1,2010-03
15030,2010-03-04 17:10:00,2011-09-29 10:50:00,8,1225,1979.91,247.48875,153.125,4.125,Retail,2,3,3,233,Loyal Customer,Active,71.0,United Kingdom,1979.91,2010-03
15031,2009-12-08 13:38:00,2011-12-05 14:19:00,14,1576,3102.94,221.63857142857142,112.57142857142857,27.785714285714285,Retail,3,3,3,333,Best Customer,Active,3.0,United Kingdom,3102.94,2009-12
15032,2009-12-10 15:27:00,2011-03-28 15:03:00,8,6601,11010.05,1376.25625,825.125,11.625,Wholesale,,,,,,,,,,
15033,2011-01-14 13:28:00,2011-12-05 12:40:00,10,1672,2557.18,255.718,167.2,48.1,Retail,3,3,3,333,Best Customer,Active,4.0,United Kingdom,2557.18,2011-01
15034,2010-05-11 13:30:00,2011-11-24 12:11:00,14,4748,8231.2,587.9428571428572,339.14285714285717,53.142857142857146,Wholesale,,,,,,,,,,
15035,2011-09-11 11:08:00,2011-09-11 11:08:00,1,245,252.73000000000002,252.73000000000002,245.0,26.0,Retail,2,1,1,211,At Risk / Lost Customer,Active,89.0,United Kingdom,252.73000000000002,2011-09
15036,2011-06-13 12:19:00,2011-09-28 15:42:00,3,316,429.56,143.18666666666667,105.33333333333333,38.333333333333336,Retail,2,2,2,222,Average Customer,Active,71.0,United Kingdom,429.56,2011-06
15037,2010-11-28 12:14:00,2010-11-28 13:05:00,2,298,397.76,198.88,149.0,20.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,375.0,United Kingdom,397.76,2010-11
15038,2010-10-10 14:35:00,2011-10-12 11:33:00,9,381,1146.53,127.39222222222222,42.333333333333336,25.555555555555557,Retail,2,3,2,232,Loyal Customer,Active,58.0,United Kingdom,1146.53,2010-10
15039,2009-12-10 11:39:00,2011-11-30 11:31:00,93,17780,39141.48,420.8761290322581,191.18279569892474,28.580645161290324,Retail,3,3,3,333,Best Customer,Active,9.0,United Kingdom,39141.48,2009-12
15040,2010-06-16 11:40:00,2010-06-16 11:40:00,1,1,7.49,7.49,1.0,1.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,541.0,United Kingdom,7.49,2010-06
15041,2010-09-21 13:16:00,2011-06-22 16:16:00,2,194,289.4,144.7,97.0,50.5,Retail,2,1,1,211,At Risk / Lost Customer,Churned,169.0,United Kingdom,289.4,2010-09
15042,2010-04-23 14:01:00,2011-05-24 16:25:00,2,238,315.45,157.725,119.0,4.5,Retail,2,1,1,211,At Risk / Lost Customer,Churned,198.0,United Kingdom,315.45,2010-04
15043,2010-06-24 15:50:00,2011-11-08 14:26:00,6,1019,2870.3199999999997,478.3866666666666,169.83333333333334,8.333333333333334,Retail,3,3,3,333,Best Customer,Active,30.0,United Kingdom,2870.3199999999997,2010-06
15044,2009-12-16 15:13:00,2011-11-20 13:20:00,35,5241,16024.15,457.8328571428571,149.74285714285713,24.8,Retail,3,3,3,333,Best Customer,Active,18.0,United Kingdom,16024.15,2009-12
15045,2011-03-27 11:44:00,2011-07-11 11:33:00,2,114,735.66,367.83,57.0,6.0,Retail,2,1,2,212,Average Customer,Churned,151.0,United Kingdom,735.66,2011-03
15046,2010-01-14 14:29:00,2011-11-30 15:50:00,25,4585,7623.79,304.9516,183.4,15.6,Retail,3,3,3,333,Best Customer,Active,8.0,United Kingdom,7623.79,2010-01
15047,2011-03-15 10:49:00,2011-03-15 10:49:00,1,222,343.62,343.62,222.0,22.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,269.0,United Kingdom,343.62,2011-03
15048,2010-12-06 12:15:00,2011-10-05 14:55:00,4,192,381.0,95.25,48.0,23.5,Retail,2,2,1,221,Average Customer,Active,64.0,United Kingdom,381.0,2010-12
15049,2011-03-11 12:13:00,2011-03-11 12:13:00,1,63,121.17000000000002,121.17000000000002,63.0,3.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,273.0,United Kingdom,121.17000000000002,2011-03
15050,2010-08-16 12:00:00,2011-11-14 16:17:00,5,2600,4087.19,817.438,520.0,28.0,Wholesale,,,,,,,,,,
15051,2009-12-01 13:29:00,2011-11-16 15:38:00,9,3052,3926.91,436.3233333333333,339.1111111111111,31.0,Retail,3,3,3,333,Best Customer,Active,22.0,United Kingdom,3926.91,2009-12
15052,2011-01-24 15:52:00,2011-01-24 15:52:00,1,79,207.73000000000002,207.73000000000002,79.0,27.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,318.0,United Kingdom,207.73000000000002,2011-01
15053,2011-03-03 12:06:00,2011-12-05 12:08:00,3,984,693.95,231.3166666666667,328.0,22.333333333333332,Retail,3,2,2,322,Loyal Customer,Active,4.0,United Kingdom,693.95,2011-03
15054,2011-10-30 14:33:00,2011-11-27 15:02:00,2,198,302.1,151.05,99.0,56.0,Wholesale,,,,,,,,,,
15055,2009-12-16 15:48:00,2010-08-22 11:06:00,3,225,549.12,183.04,75.0,25.666666666666668,Retail,1,2,2,122,Average Customer,Churned,474.0,United Kingdom,549.12,2009-12
15056,2010-07-07 15:58:00,2010-07-07 15:58:00,1,69,113.64999999999999,113.64999999999999,69.0,6.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,519.0,United Kingdom,113.64999999999999,2010-07
15057,2009-12-05 15:27:00,2011-03-09 15:17:00,5,1394,3255.96,651.192,278.8,14.0,Retail,1,2,3,123,Average Customer,Churned,274.0,United Kingdom,3255.96,2009-12
15058,2010-02-24 14:07:00,2011-11-14 14:57:00,16,1645,3387.58,211.72375,102.8125,21.0,Retail,3,3,3,333,Best Customer,Active,24.0,United Kingdom,3387.58,2010-02
15059,2009-12-06 12:17:00,2011-10-30 11:35:00,19,1599,3491.2,183.7473684210526,84.15789473684211,30.63157894736842,Retail,3,3,3,333,Best Customer,Active,40.0,United Kingdom,3491.2,2009-12
15060,2011-11-30 14:03:00,2011-12-01 13:47:00,4,257,294.25,73.5625,64.25,27.75,Retail,3,2,1,321,Average Customer,Active,7.0,United Kingdom,294.25,2011-11
15061,2009-12-01 12:18:00,2011-12-06 12:06:00,127,74280,126389.02,995.1891338582677,584.8818897637796,7.070866141732283,Wholesale,,,,,,,,,,
15062,2010-04-08 15:41:00,2011-09-29 16:51:00,8,1872,2585.62,323.2025,234.0,19.875,Retail,2,3,3,233,Loyal Customer,Active,70.0,United Kingdom,2585.62,2010-04
15063,2011-05-10 13:25:00,2011-05-10 13:25:00,1,56,370.79999999999995,370.79999999999995,56.0,5.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,212.0,United Kingdom,370.79999999999995,2011-05
15064,2009-12-22 16:17:00,2010-10-25 14:32:00,4,810,1254.41,313.6025,202.5,20.25,Retail,1,2,2,122,Average Customer,Churned,409.0,United Kingdom,1254.41,2009-12
15065,2010-10-25 09:13:00,2011-11-02 09:45:00,5,1446,3326.86,665.3720000000001,289.2,33.2,Retail,3,2,3,323,Loyal Customer,Active,37.0,United Kingdom,3326.86,2010-10
15066,2011-10-17 13:25:00,2011-10-17 13:25:00,1,317,893.59,893.59,317.0,42.0,Retail,2,1,2,212,Average Customer,Active,52.0,United Kingdom,893.59,2011-10
15067,2010-04-11 15:54:00,2011-09-22 13:20:00,5,2151,3862.88,772.576,430.2,35.4,Retail,2,2,3,223,Loyal Customer,Active,77.0,United Kingdom,3862.88,2010-04
15068,2010-03-28 13:18:00,2011-10-24 14:47:00,4,832,1174.9,293.725,208.0,54.0,Wholesale,,,,,,,,,,
15069,2011-06-13 14:16:00,2011-06-13 14:16:00,1,520,1109.53,1109.53,520.0,70.0,Wholesale,,,,,,,,,,
15070,2009-12-15 13:49:00,2010-12-02 11:23:00,3,347,737.0500000000001,245.68333333333337,115.66666666666667,10.666666666666666,Retail,1,2,2,122,Average Customer,Churned,372.0,United Kingdom,737.0500000000001,2009-12
15071,2010-05-18 12:45:00,2011-09-07 11:43:00,4,416,1455.56,363.89,104.0,13.5,Retail,2,2,3,223,Loyal Customer,Active,93.0,United Kingdom,1455.56,2010-05
15072,2010-08-17 15:46:00,2010-08-17 15:46:00,1,164,187.51999999999998,187.51999999999998,164.0,13.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,478.0,United Kingdom,187.51999999999998,2010-08
15073,2010-01-27 08:48:00,2011-11-30 10:44:00,8,1410,2788.02,348.5025,176.25,19.875,Retail,3,3,3,333,Best Customer,Active,9.0,United Kingdom,2788.02,2010-01
15074,2010-08-29 11:47:00,2011-08-26 14:45:00,3,1039,1553.1299999999999,517.7099999999999,346.3333333333333,24.0,Retail,2,2,3,223,Loyal Customer,Active,104.0,United Kingdom,1553.1299999999999,2010-08
15075,2011-09-23 12:27:00,2011-09-23 12:27:00,1,447,773.03,773.03,447.0,27.0,Retail,2,1,2,212,Average Customer,Active,77.0,United Kingdom,773.03,2011-09
15076,2010-07-05 14:11:00,2011-06-20 08:23:00,3,866,1447.74,482.58,288.6666666666667,26.666666666666668,Retail,2,2,3,223,Loyal Customer,Churned,172.0,United Kingdom,1447.74,2010-07
15077,2009-12-09 17:10:00,2010-08-02 11:13:00,2,528,2428.08,1214.04,264.0,16.0,Retail,1,1,3,113,Average Customer,Churned,494.0,United Kingdom,2428.08,2009-12
15078,2009-12-04 12:03:00,2011-12-02 15:41:00,53,8777,17286.73,326.1647169811321,165.60377358490567,14.547169811320755,Retail,3,3,3,333,Best Customer,Active,6.0,United Kingdom,17286.73,2009-12
15079,2009-12-08 11:22:00,2011-05-11 12:45:00,11,1459,3625.4,329.58181818181816,132.63636363636363,12.818181818181818,Retail,2,3,3,233,Loyal Customer,Churned,212.0,United Kingdom,3625.4,2009-12
15080,2010-07-26 10:03:00,2010-10-08 11:52:00,2,287,546.25,273.125,143.5,15.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,427.0,United Kingdom,546.25,2010-07
15081,2010-06-22 10:25:00,2011-11-17 17:08:00,12,749,1854.57,154.54749999999999,62.416666666666664,8.416666666666666,Retail,3,3,3,333,Best Customer,Active,21.0,United Kingdom,1854.57,2010-06
15082,2010-02-09 10:23:00,2010-02-09 10:23:00,1,43,93.35000000000001,93.35000000000001,43.0,6.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,668.0,United Kingdom,93.35000000000001,2010-02
15083,2011-03-28 12:18:00,2011-03-28 12:18:00,1,38,88.2,88.2,38.0,5.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,256.0,United Kingdom,88.2,2011-03
15084,2010-03-04 10:45:00,2010-11-25 11:58:00,2,600,965.2,482.6,300.0,15.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,379.0,United Kingdom,965.2,2010-03
15085,2009-12-10 11:47:00,2009-12-10 11:47:00,1,169,347.54,347.54,169.0,9.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,729.0,United Kingdom,347.54,2009-12
15086,2010-03-24 13:56:00,2010-05-24 12:27:00,2,95,218.53,109.265,47.5,5.5,Retail,1,1,1,111,At Risk / Lost Customer,Churned,564.0,United Kingdom,218.53,2010-03
15087,2011-03-03 10:34:00,2011-03-03 10:34:00,1,470,306.94,306.94,470.0,15.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,281.0,United Kingdom,306.94,2011-03
15088,2011-10-03 14:05:00,2011-11-18 13:14:00,2,460,1160.07,580.035,230.0,28.5,Retail,3,1,2,312,Average Customer,Active,20.0,United Kingdom,1160.07,2011-10
15089,2011-08-03 14:14:00,2011-11-29 16:31:00,6,1359,2420.84,403.47333333333336,226.5,24.166666666666668,Retail,3,3,3,333,Best Customer,Active,9.0,United Kingdom,2420.84,2011-08
15090,2011-02-04 14:03:00,2011-02-04 14:03:00,1,208,381.32,381.32,208.0,23.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,307.0,United Kingdom,381.32,2011-02
15091,2010-02-03 11:46:00,2011-10-03 12:47:00,3,582,1046.6100000000001,348.87000000000006,194.0,19.0,Retail,2,2,2,222,Average Customer,Active,67.0,United Kingdom,1046.6100000000001,2010-02
15092,2010-09-03 12:33:00,2011-05-08 14:10:00,3,230,776.46,258.82,76.66666666666667,15.0,Retail,2,2,2,222,Average Customer,Churned,214.0,United Kingdom,776.46,2010-09
15093,2009-12-08 12:46:00,2011-11-21 13:09:00,23,10778,13702.38,595.7556521739131,468.60869565217394,13.695652173913043,Retail,3,3,3,333,Best Customer,Active,17.0,United Kingdom,13702.38,2009-12
15094,2010-03-05 12:56:00,2010-09-02 16:55:00,2,28,83.0,41.5,14.0,2.5,Retail,1,1,1,111,At Risk / Lost Customer,Churned,462.0,United Kingdom,83.0,2010-03
15095,2010-01-21 09:37:00,2011-08-28 12:01:00,10,2233,3141.64,314.164,223.3,12.4,Retail,2,3,3,233,Loyal Customer,Active,103.0,United Kingdom,3141.64,2010-01
15096,2011-10-28 10:27:00,2011-10-28 10:27:00,1,120,219.39000000000001,219.39000000000001,120.0,11.0,Retail,3,1,1,311,Average Customer,Active,42.0,United Kingdom,219.39000000000001,2011-10
15097,2010-05-05 14:22:00,2011-12-05 14:03:00,3,424,908.35,302.78333333333336,141.33333333333334,21.666666666666668,Retail,3,2,2,322,Loyal Customer,Active,3.0,United Kingdom,908.35,2010-05
15098,2011-06-10 15:22:00,2011-06-10 15:33:00,3,121,39916.5,13305.5,40.333333333333336,1.0,Retail,2,2,3,223,Loyal Customer,Churned,181.0,United Kingdom,39916.5,2011-06
15099,2011-09-16 13:13:00,2011-09-16 13:13:00,1,343,410.48,410.48,343.0,23.0,Retail,2,1,1,211,At Risk / Lost Customer,Active,83.0,United Kingdom,410.48,2011-09
15100,2010-01-07 14:33:00,2011-01-10 10:35:00,7,270,2193.8999999999996,313.41428571428565,38.57142857142857,2.2857142857142856,Retail,1,3,3,133,Loyal Customer,Churned,333.0,United Kingdom,2193.8999999999996,2010-01
15101,2010-04-28 15:00:00,2011-12-01 10:18:00,6,676,1477.94,246.32333333333335,112.66666666666667,9.666666666666666,Retail,3,3,3,333,Best Customer,Active,8.0,United Kingdom,1477.94,2010-04
15102,2010-06-11 10:16:00,2010-06-27 12:16:00,2,339,554.67,277.335,169.5,13.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,530.0,United Kingdom,554.67,2010-06
15103,2011-09-14 13:54:00,2011-11-08 14:53:00,2,329,703.36,351.68,164.5,17.5,Retail,3,1,2,312,Average Customer,Active,30.0,United Kingdom,703.36,2011-09
15104,2011-03-02 14:16:00,2011-05-27 12:29:00,2,635,993.54,496.77,317.5,33.5,Retail,2,1,2,212,Average Customer,Churned,196.0,United Kingdom,993.54,2011-03
15105,2010-03-23 12:18:00,2011-11-21 16:54:00,9,1747,3094.91,343.87888888888887,194.11111111111111,16.77777777777778,Retail,3,3,3,333,Best Customer,Active,17.0,United Kingdom,3094.91,2010-03
15106,2011-03-15 12:52:00,2011-11-22 09:16:00,5,1181,1422.52,284.504,236.2,20.0,Retail,3,2,3,323,Loyal Customer,Active,17.0,United Kingdom,1422.52,2011-03
15107,2010-09-14 10:47:00,2011-02-01 14:46:00,9,331,824.35,91.59444444444445,36.77777777777778,4.777777777777778,Retail,1,3,2,132,Average Customer,Churned,310.0,United Kingdom,824.35,2010-09
15108,2011-04-26 10:54:00,2011-07-21 10:24:00,4,499,1300.25,325.0625,124.75,15.0,Retail,2,2,2,222,Average Customer,Churned,141.0,European Community,1300.25,2011-04
15109,2009-12-04 12:33:00,2011-04-08 09:58:00,3,258,983.1,327.7,86.0,16.0,Retail,2,2,2,222,Average Customer,Churned,245.0,United Kingdom,983.1,2009-12
15110,2010-08-11 15:49:00,2011-11-16 11:16:00,6,337,1505.8500000000001,250.97500000000002,56.166666666666664,8.833333333333334,Retail,3,3,3,333,Best Customer,Active,23.0,United Kingdom,1505.8500000000001,2010-08
15111,2010-04-26 13:12:00,2011-11-10 16:58:00,5,1058,2442.37,488.474,211.6,27.0,Retail,3,2,3,323,Loyal Customer,Active,28.0,United Kingdom,2442.37,2010-04
15112,2010-04-07 14:17:00,2010-04-07 14:17:00,1,72,209.4,209.4,72.0,7.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,610.0,United Kingdom,209.4,2010-04
15113,2011-10-16 15:27:00,2011-11-30 08:23:00,3,2344,3509.43,1169.81,781.3333333333334,31.0,Wholesale,,,,,,,,,,
15114,2010-10-14 16:44:00,2011-11-09 15:05:00,12,3532,3400.12,283.3433333333333,294.3333333333333,19.25,Retail,3,3,3,333,Best Customer,Active,29.0,United Kingdom,3400.12,2010-10
15115,2009-12-07 11:20:00,2011-11-21 14:59:00,2,245,531.85,265.925,122.5,17.5,Retail,3,1,2,312,Average Customer,Active,17.0,United Kingdom,531.85,2009-12
15116,2011-05-19 08:50:00,2011-11-22 12:25:00,4,648,1352.75,338.1875,162.0,11.25,Retail,3,2,2,322,Loyal Customer,Active,17.0,United Kingdom,1352.75,2011-05
15117,2010-03-15 13:39:00,2011-11-25 08:12:00,8,3093,2485.9700000000003,310.74625000000003,386.625,16.375,Retail,3,3,3,333,Best Customer,Active,14.0,United Kingdom,2485.9700000000003,2010-03
15118,2011-07-28 14:54:00,2011-07-28 14:54:00,1,1440,244.8,244.8,1440.0,1.0,Wholesale,,,,,,,,,,
15119,2011-04-08 09:08:00,2011-04-08 09:08:00,1,88,266.4,266.4,88.0,14.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,245.0,United Kingdom,266.4,2011-04
15120,2011-07-29 09:48:00,2011-07-29 09:48:00,1,296,358.82,358.82,296.0,21.0,Retail,2,1,1,211,At Risk / Lost Customer,Active,133.0,United Kingdom,358.82,2011-07
15121,2011-02-24 12:41:00,2011-10-20 14:51:00,2,199,457.72,228.86,99.5,14.0,Retail,2,1,2,212,Average Customer,Active,49.0,United Kingdom,457.72,2011-02
15122,2010-03-30 14:05:00,2011-08-17 16:48:00,11,2033,4487.27,407.9336363636364,184.8181818181818,20.636363636363637,Retail,2,3,3,233,Loyal Customer,Active,113.0,United Kingdom,4487.27,2010-03
15123,2010-03-16 09:49:00,2011-12-02 13:12:00,5,2524,4656.17,931.234,504.8,36.6,Retail,3,2,3,323,Loyal Customer,Active,6.0,United Kingdom,4656.17,2010-03
15124,2010-02-26 10:49:00,2011-11-17 10:09:00,4,462,450.82,112.705,115.5,7.75,Retail,3,2,2,322,Loyal Customer,Active,22.0,United Kingdom,450.82,2010-02
15125,2010-03-31 13:29:00,2011-11-14 13:57:00,24,8433,17024.87,709.3695833333333,351.375,10.0,Retail,3,3,3,333,Best Customer,Active,24.0,United Kingdom,17024.87,2010-03
15126,2010-01-21 17:09:00,2010-06-21 12:31:00,2,273,449.49,224.745,136.5,12.5,Retail,1,1,2,112,At Risk / Lost Customer,Churned,536.0,United Kingdom,449.49,2010-01
15127,2010-07-08 10:07:00,2011-10-05 10:30:00,2,464,711.5,355.75,232.0,14.0,Retail,2,1,2,212,Average Customer,Active,65.0,United Kingdom,711.5,2010-07
15128,2010-10-05 16:46:00,2011-10-10 13:54:00,5,1583,1783.68,356.736,316.6,24.6,Retail,2,2,3,223,Loyal Customer,Active,59.0,United Kingdom,1783.68,2010-10
15129,2010-04-08 17:15:00,2011-10-20 14:40:00,23,4002,6860.18,298.2686956521739,174.0,9.0,Retail,2,3,3,233,Loyal Customer,Active,49.0,United Kingdom,6860.18,2010-04
15130,2011-06-23 10:15:00,2011-06-23 10:15:00,1,197,330.11,330.11,197.0,22.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,169.0,United Kingdom,330.11,2011-06
15131,2010-11-10 12:07:00,2010-11-10 12:07:00,1,88,80.28,80.28,88.0,7.0,Retail,1,1,1,111,At Risk / Lost Customer,Churned,394.0,United Kingdom,80.28,2010-11
15132,2011-03-22 12:02:00,2011-11-21 17:10:00,5,679,977.9300000000001,195.586,135.8,10.4,Retail,3,2,2,322,Loyal Customer,Active,17.0,United Kingdom,977.9300000000001,2011-03
15133,2010-07-07 12:31:00,2011-08-04 10:44:00,5,960,1806.9,361.38,192.0,9.8,Retail,2,2,3,223,Loyal Customer,Active,127.0,United Kingdom,1806.9,2010-07
15134,2010-10-13 12:44:00,2011-11-25 08:55:00,10,1057,1596.29,159.629,105.7,8.5,Retail,3,3,3,333,Best Customer,Active,14.0,United Kingdom,1596.29,2010-10
15135,2010-06-01 13:33:00,2011-04-14 19:16:00,2,84,305.68,152.84,42.0,10.0,Retail,2,1,1,211,At Risk / Lost Customer,Churned,238.0,United Kingdom,305.68,2010-06
15136,2011-09-04 16:05:00,2011-12-07 12:26:00,4,776,1286.7,321.675,194.0,17.0,Retail,3,2,2,322,Loyal Customer,Active,2.0,United Kingdom,1286.7,2011-09
15137,2010-01-28 15:45:00,2010-07-07 09:41:00,2,596,823.4,411.7,298.0,17.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,520.0,United Kingdom,823.4,2010-01
15138,2010-11-11 09:16:00,2010-11-11 09:16:00,1,300,502.52,502.52,300.0,31.0,Retail,1,1,2,112,At Risk / Lost Customer,Churned,393.0,United Kingdom,502.52,2010-11
15139,2011-01-07 12:44:00,2011-04-14 11:39:00,2,208,178.96,89.48,104.0,6.5,Retail,2,1,1,211,At Risk / Lost Customer,Churned,239.0,United Kingdom,178.96,2011-01
15140,2010-09-23 13:07:00,2011-10-18 14:07:00,8,2010,3243.69,405.46125,251.25,14.0,Retail,2,3,3,233,Loyal Customer,Active,51.0,United Kingdom,3243.69,2010-09
15141,2010-03-28 15:58:00,2010-09-08 11:33:00,7,1197,1388.47,198.35285714285715,171.0,11.428571428571429,Retail,1,3,2,132,Average Customer,Churned,457.0,United Kingdom,1388.47,2010-03
15142,2010-07-27 09:05:00,2011-10-24 12:51:00,6,2155,2619.92,436.65333333333336,359.1666666666667,23.666666666666668,Retail,2,3,3,233,Loyal Customer,Active,45.0,United Kingdom,2619.92,2010-07
15143,2010-10-03 13:58:00,2011-04-28 12:03:00,2,320,563.63,281.815,160.0,15.5,Retail,2,1,2,212,Average Customer,Churned,225.0,United Kingdom,563.63,2010-10
